city,stars
Hilliard,3.5399917400881056
Marshfield,3.533333333333333
Walpole,3.5330677290836654
Cohasset,3.531203195207189
Clermont,3.530390195097549
CASSELBERRY,3.5294117647058822
Westwood,3.5272313108303996
Billerica,3.524029280712922
E Boston,3.523076923076923
Peabody,3.522903125967193
Reading,3.5205707491082046
Auston,3.515151515151515
Holbrook,3.5119651921682378
Hingham,3.5095913261050877
West Vancouver,3.5075173477255204
Canton,3.5017993378436736
Newton Upper Fall,3.5
Springfield,3.5
TIGARD,3.5
norwood,3.5
North Reading,3.499764705882353
Dorchester,3.4980464261089406
Orange City,3.4970373746581584
Wilmington,3.495427649273803
Kissimmee,3.495222864640997
Hillsboro,3.4904252950345134
Rockland,3.4865156418554477
Clackamas,3.4857733802895634
Davenport,3.4831066723331916
Austin SW,3.4761904761904763
Natick,3.4754699288180384
Marietta,3.4731123184388513
Millersport,3.466666666666667
Wakefield Ma,3.466666666666667
Happy Valley,3.461374306444729
Felida,3.4556962025316458
vancouver,3.4545454545454546
Sunbury,3.4540133779264215
Damascas,3.452830188679245
Reynoldsburg,3.4520858524788394
South End,3.45
North Olmsted,3.4444444444444446
Fairview,3.442857142857143
Swampscott,3.440677966101695
Norwood,3.4392203263171006
Burlington,3.4392143467122116
Everett,3.4326949260234185
Wellesley Hills,3.4315960912052117
Coquitlam,3.4290815982750487
OR,3.4285714285714284
Mid-Cambridge,3.41875
Eastpoint,3.4186046511627906
Mattapan,3.4166666666666665
Atlanta  (BKHD),3.4158415841584158
Deltona,3.407721680101824
Roxbury Crossing,3.401494565217391
Golden,3.401015228426396
Burnaby,3.4005515571399743
Arling-n,3.4
Milwuakie,3.4
Saint  Cloud,3.4
Revere,3.398508575689784
Richmond,3.3939996858474264
Polaris,3.393939393939394
Chestnut Hill,3.391999225106548
Upper Arlngtn,3.391304347826087
Hull,3.389076403804848
Altamonte Spring,3.388888888888889
DORCHESTER,3.3870967741935485
Braintree ,3.3846153846153846
Southwest Orlando,3.3846153846153846
Tucker,3.384140614517644
Woburn,3.3835281658588245
Dorchester Center,3.3825167037861914
Blendon Twp,3.375
Columbus - Clintonville,3.375
Glendale,3.375
ATLANTA,3.37046004842615
BRA,3.3684210526315788
SURREY,3.3684210526315788
Pflugerville,3.368289983397897
East Boston,3.3672710367271037
Surrey,3.36556579356041
Pine Lake,3.3636363636363638
Mims,3.3632286995515694
East Point,3.356993736951983
Conley,3.3511904761904763
Grove City,3.346099290780142
Danvers,3.338481935697713
Dedham,3.3359256128486896
Canal Winchester,3.33353621424224
Lougheed,3.3333333333333335
Sand Lake,3.3333333333333335
RichMond,3.32967032967033
East Atlanta,3.326530612244898
Stone Mountain,3.323319027181688
Kissimmee,,3.3206106870229006
Saugus,3.3177666829030685
Lynnfield,3.3169517884914463
Braintree,3.3131696133327453
BOSTON,3.310810810810811
Stoughton,3.3084876172156767
Lockbourne,3.3076923076923075
Champions Gate,3.3072329130723293
KISSIMMEE,3.3003095975232197
Buckhead,3.2944444444444443
Victoria,3.2857142857142856
Florida,3.272727272727273
Franklin,3.2686567164179103
Quincy Center,3.261111111111111
New Albany,3.257897603485839
College Park,3.256156519111648
Framingham,3.255366122899546
SANFORD,3.2542372881355934
Granville,3.25
Kyle,3.2443222567535264
Port St John,3.2432432432432434
Groveport,3.2337078651685394
North Quincy,3.219889502762431
King City,3.215258855585831
Braintee,3.2083333333333335
San Antonio,3.2083333333333335
N Billerica,3.2058823529411766
North Billerica,3.204724409448819
Atlanta (Georgia Tech),3.2
Chelmsford,3.2
Ladner,3.1944444444444446
SOMERVILLE,3.1904761904761907
East Walpole,3.1848648648648648
BURNABY,3.1782178217821784
Greater Vancouver,3.1724137931034484
Brookline Village,3.1650485436893203
Arvada,3.1578947368421053
HILLSBORO,3.1538461538461537
CONLEY,3.142857142857143
Reunion,3.125
Winter springs,3.125
London,3.1237785016286646
McDonough,3.111111111111111
SMYRNA,3.111111111111111
WINTER PARK,3.111111111111111
West Pataskala,3.106382978723404
MEDFORD,3.096774193548387
Hazel Dell,3.0892857142857144
Creedmoor,3.0851063829787235
Delta Park,3.0833333333333335
brighton,3.0825242718446604
ST. CLOUD,3.075
Hollbrook,3.0701754385964914
NEW WESTMINSTER,3.0588235294117645
Mableton,3.0556451612903226
Berkshire Township,3.051282051282051
Point Venture,3.0365853658536586
Avon,3.0347322720694647
San Marcos,3.0303030303030303
Austin ,3.0
Belterra,3.0
Collegepark,3.0
Conyers,3.0
Danville,3.0
Jeffries Point,3.0
North Beverly,3.0
Palm Bay,3.0
Tewskbury,3.0
Walt Disney World,3.0
West Austin,3.0
New Westminister,2.978723404255319
Portland-Eastport Plaza,2.976470588235294
Port Saint John,2.9714285714285715
Greater Vancouver A,2.9696969696969697
RICHMOND,2.963636363636364
Beecave,2.9626168224299065
Lake City,2.93127147766323
Volente,2.9302325581395348
PEABODY,2.923076923076923
Newwestminster,2.909090909090909
North Waltham,2.909090909090909
Goldenrod,2.9
Kitsilano,2.9
CLERMONT,2.888888888888889
Mareitta,2.8846153846153846
Ococee,2.878787878787879
Point,2.875
surrey,2.875
Ellenwood,2.8722222222222222
Hanscom Air Force Base,2.857142857142857
N. Weymouth,2.857142857142857
St John,2.85
Lockhart,2.8433734939759034
ORLANDO,2.8404692082111436
DAVENPORT,2.836734693877551
ALTAMONTE SPRINGS,2.8333333333333335
Sommerville,2.8260869565217392
Wellsley,2.8125
Poinciana,2.801470588235294
Silverton,2.8
Smryna,2.7857142857142856
Monroe,2.7777777777777777
Doctor Phillips,2.7758620689655173
So. Weymouth,2.772727272727273
Peachtree Corners,2.759493670886076
Orient,2.74
WINTER GARDEN,2.7222222222222223
Wollaston,2.7210884353741496
Coumbus,2.7142857142857144
Newton L F,2.7142857142857144
North Decatur,2.6973684210526314
DEDHAM,2.6818181818181817
BRAINTREE,2.673469387755102
Winter Park ,2.6666666666666665
PORTLAND,2.661596958174905
kissimmee,2.650485436893204
Oveido,2.65
Alpharetta,2.641304347826087
Buena Ventura Lakes,2.625
Lower Mills,2.625
Hanscom AFB,2.619047619047619
Arlington Heights,2.6153846153846154
Columbus/Hilliard,2.6153846153846154
COLUMBUS,2.611111111111111
Clayton,2.6077348066298343
Castle Rock,2.6
Cleveland,2.6
Wellesley,,2.6
Sanford,,2.5952380952380953
Marlbehead,2.588235294117647
TITUSVILLE,2.575
LAKEWAY,2.55
FRAMINGHAM,2.5454545454545454
South Bloomfield,2.5454545454545454
Berkshire,2.533333333333333
Columbus North,2.533333333333333
HINGHAM,2.533333333333333
Greater Vancouver Area,2.526315789473684
Austell,2.5
Cloverdale,2.5
LAKE CITY,2.5
Vancouver BC,2.4864864864864864
W. Roxbury,2.4814814814814814
Piedmont,2.474747474747475
Leominster,2.4623655913978495
Perimeter,2.442857142857143
Cedar Park,2.436823104693141
Forest City,2.4285714285714284
South Natick,2.416988416988417
Orchards,2.404255319148936
Marrietta,2.375
New Braunfels,2.375
Van Alstyne,2.3636363636363638
N.Reading,2.3529411764705883
N.Billerica,2.3461538461538463
BURLINGTON,2.3333333333333335
Oklahoma City,2.3333333333333335
Woodstock,2.3
COCOA,2.259259259259259
Concourse C,2.25
newton,2.25
Portland-Gateway Plaza,2.242424242424242
DEBARY,2.225806451612903
Boring,2.2
North Cambridge,2.2
Mustang Ridge,2.142857142857143
Aurora,2.125
Nantasket Beach,2.125
Lake Buena Vista, Orlando,2.0952380952380953
51 Richard Beall Hwy 17-92,2.090909090909091
S. Boston,2.090909090909091
Altanta,2.0892857142857144
West Columbus,2.0833333333333335
Oakhill,2.0576923076923075
PORTLAND AP,2.0226415094339623
Heath,2.0
Pine Hills,2.0
Pinehurst,2.0
Shawnee Hills,2.0
VANCOUVER DT (BC),2.0
Ponce,1.981818181818182
Obetz,1.9766606822262118
Fulton,1.9268292682926829
Jeffries Point / Airport,1.9191919191919191
St.Cloud,1.9047619047619047
Rockledge,1.875
BOSTON, HOTEL,1.8709677419354838
Riverdale,1.8333333333333333
Liberty,1.8181818181818181
BrIghton,1.8
Gwinnett,1.8
Ellsworth,1.793103448275862
BOSTON LOGAN AP,1.7264957264957266
Southeast Orlando,1.7169811320754718
Clarkson,1.7142857142857142
E.Point,1.7037037037037037
PORT COQUITLAM,1.64
Macon,1.625
Oak Square,1.625
Phoenix,1.6
Sheridan,1.5555555555555556
Nagadocaches,1.5294117647058822
REVERE,1.5294117647058822
Candler-McAfee,1.4285714285714286
Del Valley,1.4285714285714286
Englewood,1.3333333333333333
ORLANDO HOTEL,1.3157894736842106
Snellville,1.2962962962962963
Hollis,1.1764705882352942
Vanvouver,1.1607843137254903
Winder,1.1176470588235294
Altamonte Spg,1.0
Buford,1.0
Miami Beach,1.0
WInter Park,1.0
